customer_id,tenure_months,contract_type,service_type,monthly_charges,total_charges,payment_method,location_type,num_services,data_usage_gb,support_calls,autopay_enabled,late_payment_count,referral_count,churn
CUST000115,18,Two Year,Basic,1605.69,28334.42,Bank Transfer,Suburban,1,11.28,4,Yes,2,0,0
CUST000116,36,Monthly,Basic,2595.62,102494.67,M-Pesa,Rural,3,8.2,2,No,1,0,0
CUST000117,29,Month-to-Month,Basic,2529.06,71709.86,M-Pesa,Urban,1,30.3,4,Yes,0,0,0
CUST000118,3,One Year,Standard,5420.22,16001.04,Bank Transfer,Rural,1,37.4,0,No,0,1,0
CUST000119,40,One Year,Premium,8339.55,332092.36,Credit Card,Suburban,1,193.54,0,Yes,0,0,0
CUST000120,13,One Year,Standard,6340.22,90341.27,M-Pesa,Rural,4,56.27,0,Yes,3,0,0
CUST000121,29,Month-to-Month,Basic,1982.48,65017.55,mpesa,Urban,4,,2,No,2,0,0
CUST000122,40,Month-to-Month,Standard,3956.69,169873.95,M-Pesa,Suburban,0,105.76,2,Yes,1,0,0
CUST000123,6,One Year,Standard,6461.6,43287.56,Bank Transfer,Suburban,1,,5,Yes,0,2,0
CUST000124,2,Two Year,Standard,5738.74,11968.92,Debit Card,Urban,2,71.32,3,Yes,1,1,0
CUST000125,4,Month-to-Month,Basic,2122.18,9352.68,Bank Transfer,Suburban,2,16.04,1,False,2,1,1
CUST000126,10,2 Year,Standard,6307.75,64152.78,Credit Card,Rural,2,50.93,2,Yes,1,0,1
CUST000127,30,Month-to-Month,Standard,3773.35,122461.7,M-Pesa,Urban,1,108.45,2,Yes,0,1,0
CUST000128,35,Two Year,Basic,1631.49,60618.31,credit card,Suburban,2,9.38,2,Yes,2,0,0
CUST000129,0,One Year,Standard,5547.35,396.81,Bank Transfer,Rural,1,35.87,3,Y,1,0,1
CUST000130,12,Month-to-Month,Premium,,87133.69,debit card,Suburban,1,167.97,1,Yes,1,1,0
CUST000131,9,One Year,Basic,2875.71,23192.96,Mpesa,Urban,2,18.65,4,Yes,4,2,0
CUST000132,4,Month-to-Month,Premium,11201.8,46864.23,bank transfer,,0,74.15,1,NO,0,1,0
CUST000133,2,Month-to-Month,Basic,1959.55,3898.98,M-Pesa,Suburban,2,31.78,4,Yes,2,0,0
CUST000134,7,Month-to-Month,Standard,6166.52,46592.9,M-Pesa,Urban,2,66.53,2,No,1,2,0
CUST000135,51,Month-to-Month,Basic,1564.33,71320.25,Debit Card,Urban,2,0.7,4,No,2,0,0
CUST000136,7,Month-to-Month,Basic,2322.96,18444.64,Bank Transfer,Suburban,3,32.58,7,No,0,1,1
CUST000137,13,One Year,Standard,6306.69,87005.46,Credit Card,Suburban,1,40.99,3,No,2,0,0
CUST000138,21,One Year,Standard,6066.15,109159.33,M-Pesa,Urban,0,123.95,3,Yes,2,1,0
CUST000139,8,Month-to-Month,Standard,4568.22,37384.86,Credit Card,Rural,4,296.49,2,no,2,1,0
CUST000140,64,Two Year,Standard,4048.61,244545.45,Bank Transfer,Suburban,2,40.05,0,Yes,4,1,0
CUST000141,59,One Year,Standard,4131.62,227287.81,Bank Transfer,Urban,1,11.68,3,N,2,2,0
CUST000142,5,Two Year,Premium,9572.54,53637.3,M-pesa,Suburban,1,145.44,0,Yes,0,1,0
CUST000143,12,One Year,Standard,5290.32,69882.02,Debit Card,Suburban,0,132.89,1,Yes,0,0,0
CUST000144,6,Month-to-Month,Basic,1549.22,7927.67,M-Pesa,Suburban,2,25.5,4,1,1,1,1
CUST000145,6,Month-to-Month,Basic,2120.33,11507.03,Credit Card,Urban,0,20.07,1,No,0,0,0
CUST000146,0,One Year,Standard,5991.16,492.28,Cash,Suburban,1,80.43,2,N,2,1,0
CUST000147,16,Month-to-Month,Standard,4832.99,85405.23,M-Pesa,Urban,1,33.1,3,No,2,0,1
CUST000148,12,Month-to-Month,Basic,1753.76,22419.01,Cash,Suburban,0,35.85,4,No,2,0,0
CUST000149,0,Month-to-Month,Basic,2932.29,124.55,Cash,Suburban,1,6.96,6,Yes,2,0,1
CUST000150,5,Month-to-Month,Basic,1899.41,10877.69,Bank Transfer,Suburban,1,28.45,0,No,2,1,0
CUST000151,42,Month-to-Month,Standard,5895.28,269684.07,M-Pesa,Suburban,1,59.6,1,No,1,0,0
CUST000152,4,Month-to-Month,Basic,1790.69,7093.85,M-Pesa,Urban,1,50.12,3,Yes,0,2,1
CUST000153,2,Month-to-Month,Basic,2134.76,4376.44,M-Pesa,Suburban,2,29.91,3,Yes,3,1,1
CUST000154,12,One Year,Standard,4971.27,51509.04,M-Pesa,Urban,2,83.37,5,No,2,1,0
CUST000155,72,One Year,Standard,5001.91,410347.77,Credit Card,Urban,3,231.22,1,Yes,2,0,0
CUST000156,4,Month-to-Month,Basic,2274.71,8724.17,Bank Transfer,Rural,5,46.93,3,Yes,1,0,0
CUST000157,20,Month-to-Month,Standard,4174.84,87542.75,Bank_Transfer,Urban,0,98.64,2,Yes,1,1,1
CUST000158,25,Month-to-Month,Basic,2273.87,59694.01,M-pesa,Suburban,1,25.34,4,Yes,1,3,0
CUST000159,4,Month-to-Month,Premium,,32632.01,M-Pesa,Rural,1,239.31,2,No,2,1,1
CUST000160,23,Month-to-Month,Basic,1813.08,38771.58,Cash,Rural,4,30.36,4,No,1,0,0
CUST000161,8,Month-to-Month,Premium,11940.96,100003.86,Bank Transfer,Rural,0,99.37,2,Yes,0,0,1
CUST000162,18,One Year,Premium,11327.82,229112.47,Credit Card,Rural,2,96.1,6,Yes,1,2,0
CUST000163,18,Month-to-Month,Standard,6162.73,120201.68,M-Pesa,Urban,3,60.78,1,Yes,1,0,0
CUST000164,13,Month-to-Month,Basic,2528.36,33658.85,DebitCard,Urban,3,36.23,2,Yes,1,3,0
CUST000165,1,Month-to-Month,Standard,3979.69,3660.3,Credit Card,Urban,4,1.83,1,Yes,1,0,0
CUST000166,32,One Year,Basic,2352.14,85403.52,MPESA,Urban,1,8.48,2,No,2,2,0
CUST000167,6,Two Year,Premium,11107.2,64717.24,Credit Card,Suburban,1,171.57,2,No,0,1,0
CUST000168,3,One Year,Standard,3616.21,9709.21,Cash,Urban,2,80.99,1,Yes,0,0,0
CUST000169,0,One Year,Premium,9479.22,411.25,M-Pesa,Urban,0,182.29,2,True,3,0,1
CUST000170,16,Month-to-Month,Standard,4688.37,85144.17,Bank Transfer,Suburban,2,59.52,2,YES,1,0,0
CUST000171,20,Month-to-Month,Standard,4136.37,89624.86,CASH,Urban,0,84.63,2,Yes,1,1,0
CUST000172,0,Two Year,Standard,4634.75,488.63,Debit Card,Urban,2,92.42,4,No,1,0,0
CUST000173,12,MTM,Standard,6450.49,69087.34,Bank Transfer,Rural,3,,5,Yes,1,0,0
CUST000174,4,2 Year,Standard,,25805.06,M-Pesa,Suburban,2,38.53,2,No,1,0,1
CUST000175,18,One Year,Standard,4398.61,73018.15,M-Pesa,Urban,2,41.32,4,No,1,0,0
CUST000176,3,One Year,Premium,10026.78,29736.84,Bank transfer,Suburban,1,186.64,1,Yes,1,0,1
CUST000177,21,Month-to-Month,Standard,4239.97,92000.44,M-pesa,Urban,1,18.23,1,no,2,1,0
CUST000178,8,One Year,Premium,10054.22,69873.94,Cash,Urban,4,45.6,3,Yes,4,0,0
CUST000179,49,Month-to-Month,Premium,11480.83,536306.11,Credit Card,Urban,2,58.99,3,No,5,2,0
CUST000180,2,Month-to-Month,Standard,5170.63,11717.6,M-Pesa,Urban,1,34.27,3,Yes,1,0,1
CUST000181,7,Month-to-Month,Basic,2600.01,19293.97,Bank Transfer,Urban,2,47.9,6,Yes,1,1,1
CUST000182,2,Two Year,Standard,4860.02,1458.01,M-Pesa,Urban,3,12.49,5,yes,1,1,0
CUST000183,46,Month-to-Month,Standard,5072.37,253749.84,Bank Transfer,Suburban,2,,0,False,2,0,1
CUST000184,37,Month-to-Month,Basic,2542.61,103593.09,M-Pesa,Suburban,2,24.64,2,No,0,1,0
CUST000185,5,Month-to-Month,Standard,5937.22,26584.88,M-Pesa,Urban,2,171.22,0,No,0,0,0
CUST000186,19,One Year,Premium,10297.26,200730.49,Credit Card,Urban,3,124.86,2,1,1,3,0
CUST000187,30,One year,Basic,2966.24,85430.0,M-Pesa,Suburban,1,55.46,3,Yes,2,0,0
CUST000188,14,One Year,Standard,5959.47,83604.33,BankTransfer,Rural,1,40.93,3,Yes,3,2,0
CUST000189,13,Month to Month,Premium,10885.8,140201.99,,Rural,2,224.51,4,Yes,3,1,0
CUST000190,4,Month-to-Month,Standard,20166.61,80759.0,Cash,Urban,4,77.48,3,No,0,0,0
CUST000191,1,One Year,Standard,4343.63,4372.23,M-Pesa,Rural,2,42.61,2,N,1,3,0
CUST000192,40,Month-to-Month,Standard,4796.14,167054.77,M-Pesa,Urban,0,76.61,1,Yes,0,1,0
CUST000193,41,Two Year,Standard,5193.39,192340.48,Credit card,Suburban,1,36.95,1,Yes,1,1,0
CUST000194,18,One Year,Basic,2193.58,40268.56,M-Pesa,Rural,2,22.29,2,No,2,0,1
CUST000195,7,Month-to-Month,Premium,11237.29,88950.71,M-Pesa,Urban,0,115.11,1,Yes,0,0,1
CUST000196,7,Month-to-Month,Standard,17071.06,5121.32,BankTransfer,Urban,0,84.27,7,Yes,3,2,1
CUST000197,23,12 Months,Standard,4127.53,87489.68,M-Pesa,Urban,1,72.65,1,No,0,2,0
CUST000198,40,Month-to-Month,Standard,6145.12,235607.68,M-Pesa,Rural,3,30.36,5,No,1,2,0
CUST000199,39,Month to Month,Basic,1588.65,58897.53,Mpesa,Rural,1,62.18,2,Yes,2,2,0
CUST000200,27,One Year,Premium,8134.94,237402.69,M-Pesa,Urban,2,174.38,3,No,1,1,0
CUST000201,18,MTM,Standard,,93578.96,Bank Transfer,Suburban,0,65.39,0,No,3,0,0
CUST000202,1,One Year,Basic,2626.11,2512.19,Bank Transfer,Urban,4,22.35,2,No,0,0,0
CUST000203,3,Month-to-Month,Premium,9800.9,25122.51,MPESA,Rural,0,230.22,2,No,3,1,1
CUST000204,41,One Year,Standard,6363.81,1909.14,M-Pesa,Rural,3,88.72,1,Yes,0,0,0
CUST000205,16,Month-to-Month,Standard,4183.63,72023.18,,Suburban,1,110.23,6,No,0,1,0
CUST000206,0,Month-to-Month,Standard,6116.36,110.37,M-Pesa,Rural,0,80.0,1,No,0,0,0
CUST000207,1,Two Year,Basic,,1756.19,M-Pesa,Suburban,3,31.95,3,No,2,0,0
CUST000208,19,One Year,Standard,4236.49,84010.74,M-Pesa,Urban,2,72.81,1,No,0,0,1
CUST000209,0,Monthly,Basic,2247.56,117.26,M-Pesa,Rural,3,35.41,3,Yes,1,0,0
CUST000210,3,Month-to-Month,Standard,3713.61,9508.54,,Urban,3,18.69,3,Yes,2,2,1
CUST000211,14,One Year,Standard,4652.92,58439.19,Cash,Urban,3,99.97,2,No,2,0,0
CUST000212,21,Month-to-Month,Premium,8778.38,207728.81,Debit Card,Urban,2,83.97,3,Yes,2,1,0
CUST000213,18,Two Year,Standard,3980.3,65526.67,M-Pesa,,0,53.1,2,No,0,4,0
CUST000214,4,Two Year,Basic,2791.19,11449.95,M-Pesa,Urban,1,34.85,2,Yes,2,3,0
CUST000215,22,1 Year,Premium,8929.45,224029.92,M-Pesa,Suburban,0,115.29,2,Yes,0,1,0
CUST000216,4,Month-to-Month,Standard,6445.76,22501.01,mpesa,Urban,0,74.93,0,No,3,0,1
CUST000217,7,Month-to-Month,Standard,6199.12,47402.64,Bank Transfer,Suburban,1,45.56,3,Yes,1,2,0
CUST000218,24,One Year,Basic,1792.22,44272.06,Cash,Suburban,1,26.12,2,No,3,0,1
CUST000219,18,Month-to-Month,Premium,9525.61,162376.98,Debit Card,Rural,0,133.72,3,1,2,0,0
CUST000220,34,Month-to-Month,Premium,,326448.18,Bank Transfer,Urban,0,78.06,3,No,0,0,1
CUST000221,19,Month-to-Month,Standard,,97126.61,M-Pesa,Rural,4,23.09,4,Yes,2,1,0
CUST000222,15,Month-to-Month,Premium,11428.21,158866.55,M-Pesa,Urban,1,294.15,1,Yes,4,0,1
CUST000223,1,Month-to-Month,Basic,2436.03,2380.05,M-Pesa,Suburban,1,28.7,2,No,2,0,0
CUST000224,8,Month-to-Month,Premium,7175.67,61140.97,Bank Transfer,Suburban,1,95.17,0,No,1,4,1
CUST000225,5,One Year,Standard,4943.83,23048.96,Bank Transfer,Urban,2,91.59,1,Yes,1,0,0
CUST000226,5,Month-to-Month,Basic,2827.21,14476.61,Bank Transfer,Urban,0,70.34,2,No,0,1,0
CUST000227,65,Month-to-Month,Standard,5642.27,392238.75,Debit Card,Urban,1,,5,Yes,1,1,0
CUST000228,8,Month-to-Month,Standard,6110.43,51794.87,Bank Transfer,Urban,0,,1,Yes,0,0,1
CUST000229,40,One Year,Basic,2511.12,103165.58,Bank Transfer,Urban,4,25.46,4,Yes,2,2,0
CUST000230,17,Month-to-Month,Basic,1566.05,27263.37,MPESA,Suburban,0,50.25,3,Yes,4,1,0
CUST000231,28,One Year,Basic,2952.01,88141.62,M-Pesa,Suburban,1,52.76,1,True,0,1,0
CUST000232,12,Two Year,Standard,6254.06,71345.28,M-Pesa,Suburban,2,65.5,3,Yes,0,0,0
CUST000233,15,month-to-month,Basic,1689.87,24969.45,M-Pesa,Suburban,1,28.89,1,Yes,2,2,0
CUST000234,12,Month-to-Month,Basic,1669.04,22829.42,BankTransfer,Urban,0,73.59,1,Yes,2,0,0
CUST000235,3,Month-to-Month,Standard,,16128.2,BankTransfer,Urban,3,50.07,3,No,2,0,1
CUST000236,23,Two Year,Premium,10785.25,249541.19,Bank_Transfer,Suburban,1,206.87,4,No,1,0,0
CUST000237,5,One Year,Standard,4646.52,23778.42,Credit Card,Urban,3,118.57,3,No,2,0,0
CUST000238,0,2 Year,Basic,1704.57,358.56,M-Pesa,Suburban,1,63.66,3,Yes,1,2,0
CUST000239,18,Month-to-Month,Premium,9552.78,176695.29,Bank_Transfer,Rural,4,179.13,3,No,1,0,1
CUST000240,3,Two Year,Standard,4512.7,14904.76,Bank Transfer,Urban,3,73.58,2,Yes,2,3,0
CUST000241,50,Month-to-Month,Standard,4555.32,229379.45,M-Pesa,Rural,0,98.83,3,No,1,2,0
CUST000242,55,Month-to-Month,Standard,5434.96,269947.84,M-Pesa,Rural,0,82.56,6,Yes,1,1,0
CUST000243,44,Two Year,Standard,6156.82,266691.28,Bank Transfer,Rural,0,,5,Yes,3,1,0
CUST000244,8,Two year,Basic,2337.89,17457.61,Cash,Suburban,2,49.64,4,No,0,2,0
CUST000245,0,Month-to-Month,Standard,5562.81,475.33,M-Pesa,Rural,1,49.65,2,1,0,0,1
CUST000246,47,Month-to-Month,Standard,5479.84,236305.14,Cash,Rural,1,38.63,4,YES,1,2,0
CUST000247,10,Month-to-Month,Standard,5153.44,48966.6,Bank transfer,Suburban,2,17.15,4,No,2,1,1
CUST000248,61,Month-to-Month,Standard,4432.27,296461.89,Credit Card,Rural,3,48.42,3,No,0,2,0
